request_symbol,name,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,evidence,source_url,source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,review_note,changed_from_previous
AVDE,Avantis International Equity ETF,active_identified,management_style_evidence_1.1,S000066456,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVDV,Avantis International Small Cap Value ETF,active_identified,management_style_evidence_1.1,S000066457,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVEM,Avantis Emerging Markets Equity ETF,active_identified,management_style_evidence_1.1,S000066454,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVES,Avantis Emerging Markets Value ETF,active_identified,management_style_evidence_1.1,S000072996,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVIG,Avantis Core Fixed Income ETF,active_identified,management_style_evidence_1.1,S000069304,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVIV,Avantis International Large Cap Value ETF,active_identified,management_style_evidence_1.1,S000072997,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVLV,Avantis U.S. Large Cap Value ETF,active_identified,management_style_evidence_1.1,S000072998,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVMU,Avantis Core Municipal Fixed Income ETF,active_identified,management_style_evidence_1.1,S000069305,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVRE,Avantis Real Estate ETF,active_identified,management_style_evidence_1.1,S000072999,active_identified,high,primary_source_override,Issuer states that AVRE is actively managed and does not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/avantis-real-estate-etf/,,,,,,,manual_ticker_override,,,False
AVSC,Avantis U.S Small Cap Equity ETF,active_identified,management_style_evidence_1.1,S000074835,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVSF,Avantis Short-Term Fixed Income ETF,active_identified,management_style_evidence_1.1,S000069306,active_identified,high,primary_source_override,Issuer states that Avantis ETFs use active management and do not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/,,,,,,,manual_ticker_override,,,False
AVUS,Avantis U.S. Equity ETF,active_identified,management_style_evidence_1.1,S000066458,active_identified,high,primary_source_override,Issuer states that AVUS is actively managed and does not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/avantis-us-equity-etf/trading-details/,,,,,,,manual_ticker_override,,,False
AVUV,Avantis U.S. Small Cap Value ETF,active_identified,management_style_evidence_1.1,S000066459,active_identified,high,primary_source_override,Issuer states that AVUV is actively managed and does not replicate a specified index,https://www.avantisinvestors.com/avantis-investments/avantis-us-small-cap-value-etf/trading-details/,,,,,,,manual_ticker_override,,,False
AWAY,Amplify Travel Tech ETF,not_determined,management_style_evidence_1.1,S000067503,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1633061/000114554924078539/0001145549-24-078539-index.html,2024q4_ncen.zip,0001145549-24-078539,S000082277,Amplify Travel Tech ETF,Y,Y,ticker,1.0,,True
BAB,Invesco Taxable Municipal Bond ETF,not_determined,management_style_evidence_1.1,S000019246,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1378872/000137887225000490/0001378872-25-000490-index.html,2025q4_ncen.zip,0001378872-25-000490,S000019246,Invesco Taxable Municipal Bond ETF,Y,Y,series_id,1.0,,True
BALT,Innovator Defined Wealth Shield ETF,not_determined,management_style_evidence_1.1,,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1415726/000089418926000385/0000894189-26-000385-index.html,2026q1_ncen.zip,0000894189-26-000385,S000072431,Innovator Defined Wealth Shield ETF,Y,,ticker,1.0,,True
BAR,GraniteShares Gold Trust,not_determined,management_style_evidence_1.1,,static_exposure_or_trust,high,primary_source_override,Issuer trust documentation identifies physical allocated gold exposure,https://graniteshares.com/document-search/?product=BAR,,,,,,,manual_ticker_override,,,True
BATT,Amplify Lithium & Battery Technology ETF,not_determined,management_style_evidence_1.1,S000061920,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1633061/000114554924078539/0001145549-24-078539-index.html,2024q4_ncen.zip,0001145549-24-078539,S000061920,Amplify Lithium & Battery Technology ETF,Y,Y,series_id,1.0,,True
BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126009455/0002071691-26-009455-index.html,2026q2_ncen.zip,0002071691-26-009455,S000063668,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,Y,Y,ticker,1.0,,True
BBAX,JPMorgan BetaBuilders Developed Asia Pacific-ex Japan ETF,not_determined,management_style_evidence_1.1,S000061993,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000061993,JPMorgan BetaBuilders Developed Asia Pacific ex-Japan ETF,Y,Y,series_id,1.0,,True
BBC,Virtus Biotech Clinical Trials ETF,not_determined,management_style_evidence_1.1,S000047353,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1559109/000094040026000209/0000940400-26-000209-index.html,2026q1_ncen.zip,0000940400-26-000209,S000047353,Virtus LifeSci Biotech Clinical Trials ETF,Y,Y,series_id,0.8955223880597015,,True
BBCA,JPMorgan BetaBuilders Canada ETF,not_determined,management_style_evidence_1.1,S000061992,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000061992,JPMorgan BetaBuilders Canada ETF,Y,Y,series_id,1.0,,True
BBCB,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126009455/0002071691-26-009455-index.html,2026q2_ncen.zip,0002071691-26-009455,S000063667,JPMorgan BetaBuilders USD Investment Grade Corporate Bond ETF,Y,Y,ticker,1.0,,True
BBEU,JPMorgan BetaBuilders Europe ETF,not_determined,management_style_evidence_1.1,S000061994,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000061994,JPMorgan BetaBuilders Europe ETF,Y,Y,series_id,1.0,,True
BBH,VanEck Biotech ETF,not_determined,management_style_evidence_1.1,S000034406,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1137360/000141036825033784/0001410368-25-033784-index.html,2025q4_ncen.zip,0001410368-25-033784,S000034406,VanEck Biotech ETF,Y,Y,series_id,1.0,,True
BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,not_determined,management_style_evidence_1.1,,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126009455/0002071691-26-009455-index.html,2026q2_ncen.zip,0002071691-26-009455,S000054488,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,Y,Y,ticker,1.0,,True
BBIN,JPMorgan BetaBuilders International Equity ETF,not_determined,management_style_evidence_1.1,S000067203,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000067203,JPMorgan BetaBuilders International Equity ETF,Y,Y,series_id,1.0,,True
BBJP,JPMorgan BetaBuilders Japan ETF,not_determined,management_style_evidence_1.1,S000061995,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000061995,JPMorgan BetaBuilders Japan ETF,Y,Y,series_id,1.0,,True
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,not_determined,management_style_evidence_1.1,S000068165,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000068165,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,Y,Y,series_id,1.0,,True
BBP,Virtus Biotech ETF,not_determined,management_style_evidence_1.1,S000047354,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1559109/000094040026000209/0000940400-26-000209-index.html,2026q1_ncen.zip,0000940400-26-000209,S000047354,Virtus LifeSci Biotech Products ETF,Y,Y,series_id,0.6808510638297872,,True
BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,index_passive_identified,management_style_evidence_1.1,S000061996,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126009455/0002071691-26-009455-index.html,2026q2_ncen.zip,0002071691-26-009455,S000061996,JPMorgan BetaBuilders MSCI US REIT ETF,Y,Y,series_id,1.0,,False
BBSC,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,not_determined,management_style_evidence_1.1,S000069185,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000069185,JPMorgan BetaBuilders U.S. Small Cap Equity ETF,Y,Y,series_id,1.0,,True
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,not_determined,management_style_evidence_1.1,S000064872,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1485894/000207169126000163/0002071691-26-000163-index.html,2026q1_ncen.zip,0002071691-26-000163,S000064872,JPMorgan BetaBuilders U.S. Equity ETF,Y,Y,series_id,1.0,,True
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,index_passive_identified,management_style_evidence_1.1,S000056193,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1597934/000141036826026127/0001410368-26-026127-index.html,2026q1_ncen.zip,0001410368-26-026127,S000056193,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,Y,Y,series_id,1.0,,False
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,index_passive_identified,management_style_evidence_1.1,S000056192,index_passive_identified,high,sec_ncen_c3,SEC N-CEN C.3 identifies the series as an index fund,https://www.sec.gov/Archives/edgar/data/1597934/000141036826026127/0001410368-26-026127-index.html,2026q1_ncen.zip,0001410368-26-026127,S000056192,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,Y,Y,series_id,1.0,,False
BDCZ,UBS ETRACS Wells Fargo Business Development Company Index ETN,index_passive_identified,management_style_evidence_1.1,,not_applicable_security,high,primary_source_override,Issuer lists BDCZ among its senior unsecured exchange-traded notes,https://etracs.ubs.com/,,,,,,,manual_ticker_override,,Debt instrument: ETF management-style taxonomy is not applicable.,True
BDRY,Breakwave Dry Bulk Shipping ETF,not_determined,management_style_evidence_1.1,,systematic_or_rules_based,high,primary_source_override,SEC report describes a commodity-pool portfolio implemented through dry-bulk freight futures,https://www.sec.gov/Archives/edgar/data/1610940/000121390026057535/ea0289571-10q_amplify.htm,,,,,,,manual_ticker_override,,,True
BEDZ,AdvisorShares Hotel ETF,active_identified,management_style_evidence_1.1,S000071546,active_identified,high,primary_source_override,Issuer includes BEDZ in its official actively managed ETF lineup,https://insights.advisorshares.com/etf-fact-sheets,,,,,,,manual_ticker_override,,,False
BEMO,Aptus Behavioral Momentum ETF,systematic_or_rules_based,management_style_evidence_1.1,S000054088,index_passive_identified,high,primary_source_override,Issuer report states that historical BEMO tracked the Aptus Behavioral Momentum Index until it became ADME on November 8 2019,https://aptusetfs.com/wp-content/uploads/2020/09/Aptus-ETFs-4.30.20-Annual-Report.pdf,,,,,,,manual_ticker_override,,Classification refers to the BEMO ticker history; the successor ADME active history is a separate identity after the ticker change.,True
